Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
I1,18-07-2020,Verona,Atalanta,1,1,D
I1,18-07-2020,Cagliari,Sassuolo,1,1,D
I1,18-07-2020,Milan,Bologna,5,1,H
I1,19-07-2020,Parma,Sampdoria,2,3,A
I1,19-07-2020,Brescia,Spal,2,1,H
I1,19-07-2020,Fiorentina,Torino,2,0,H
I1,19-07-2020,Genoa,Lecce,2,1,H
I1,19-07-2020,Napoli,Udinese,2,1,H
I1,19-07-2020,Roma,Inter,2,2,D
I1,20-07-2020,Juventus,Lazio,2,1,H
I1,21-07-2020,Atalanta,Bologna,1,0,H
I1,21-07-2020,Sassuolo,Milan,1,2,A
I1,22-07-2020,Parma,Napoli,2,1,H
I1,22-07-2020,Inter,Fiorentina,0,0,D
I1,22-07-2020,Lecce,Brescia,3,1,H
I1,22-07-2020,Sampdoria,Genoa,1,2,A
I1,22-07-2020,Spal,Roma,1,6,A
I1,22-07-2020,Torino,Verona,1,1,D
I1,23-07-2020,Udinese,Juventus,2,1,H
I1,23-07-2020,Lazio,Cagliari,2,1,H
I1,24-07-2020,Milan,Atalanta,1,1,D
I1,25-07-2020,Brescia,Parma,1,2,A
I1,25-07-2020,Genoa,Inter,0,3,A
I1,25-07-2020,Napoli,Sassuolo,2,0,H
I1,26-07-2020,Bologna,Lecce,3,2,H
I1,26-07-2020,Cagliari,Udinese,0,1,A
I1,26-07-2020,Roma,Fiorentina,2,1,H
I1,26-07-2020,Spal,Torino,1,1,D
I1,26-07-2020,Verona,Lazio,1,5,A
I1,26-07-2020,Juventus,Sampdoria,2,0,H
I1,28-07-2020,Parma,Atalanta,1,2,A
I1,28-07-2020,Inter,Napoli,2,0,H
I1,29-07-2020,Lazio,Brescia,2,0,H
I1,29-07-2020,Sampdoria,Milan,1,4,A
I1,29-07-2020,Sassuolo,Genoa,5,0,H
I1,29-07-2020,Udinese,Lecce,1,2,A
I1,29-07-2020,Verona,Spal,3,0,H
I1,29-07-2020,Cagliari,Juventus,2,0,H
I1,29-07-2020,Fiorentina,Bologna,4,0,H
I1,29-07-2020,Torino,Roma,2,3,A
I1,01-08-2020,Brescia,Sampdoria,1,1,D
I1,01-08-2020,Atalanta,Inter,0,2,A
I1,01-08-2020,Juventus,Roma,1,3,A
I1,01-08-2020,Milan,Cagliari,3,0,H
I1,01-08-2020,Napoli,Lazio,3,1,H
I1,02-08-2020,Spal,Fiorentina,1,3,A
I1,02-08-2020,Bologna,Torino,1,1,D
I1,02-08-2020,Genoa,Verona,3,0,H
I1,02-08-2020,Lecce,Parma,3,4,A
I1,02-08-2020,Sassuolo,Udinese,0,1,A
I1,19-09-2020,Fiorentina,Torino,1,0,H
I1,19-09-2020,Verona,Roma,0,0,D
I1,20-09-2020,Parma,Napoli,0,2,A
I1,20-09-2020,Genoa,Crotone,4,1,H
I1,20-09-2020,Sassuolo,Cagliari,1,1,D
I1,20-09-2020,Juventus,Sampdoria,3,0,H
I1,21-09-2020,Milan,Bologna,2,0,H
I1,26-09-2020,Torino,Atalanta,2,4,A
I1,26-09-2020,Cagliari,Lazio,0,2,A
I1,26-09-2020,Sampdoria,Benevento,2,3,A
I1,26-09-2020,Inter,Fiorentina,4,3,H
I1,27-09-2020,Spezia,Sassuolo,1,4,A
I1,27-09-2020,Napoli,Genoa,6,0,H
I1,27-09-2020,Verona,Udinese,1,0,H
I1,27-09-2020,Crotone,Milan,0,2,A
I1,27-09-2020,Roma,Juventus,2,2,D
I1,28-09-2020,Bologna,Parma,4,1,H
I1,30-09-2020,Benevento,Inter,2,5,A
I1,30-09-2020,Udinese,Spezia,0,2,A
I1,30-09-2020,Lazio,Atalanta,1,4,A
I1,02-10-2020,Fiorentina,Sampdoria,1,2,A
I1,03-10-2020,Sassuolo,Crotone,4,1,H
I1,03-10-2020,Udinese,Roma,0,1,A
I1,04-10-2020,Atalanta,Cagliari,5,2,H
I1,04-10-2020,Benevento,Bologna,1,0,H
I1,04-10-2020,Lazio,Inter,1,1,D
I1,04-10-2020,Parma,Verona,1,0,H
I1,04-10-2020,Milan,Spezia,3,0,H
I1,17-10-2020,Napoli,Atalanta,4,1,H
I1,17-10-2020,Inter,Milan,1,2,A
I1,17-10-2020,Sampdoria,Lazio,3,0,H
I1,17-10-2020,Crotone,Juventus,1,1,D
I1,18-10-2020,Bologna,Sassuolo,3,4,A
I1,18-10-2020,Spezia,Fiorentina,2,2,D
I1,18-10-2020,Torino,Cagliari,2,3,A
I1,18-10-2020,Udinese,Parma,3,2,H
I1,18-10-2020,Roma,Benevento,5,2,H
I1,19-10-2020,Verona,Genoa,0,0,D
I1,23-10-2020,Sassuolo,Torino,3,3,D
I1,24-10-2020,Atalanta,Sampdoria,1,3,A
I1,24-10-2020,Genoa,Inter,0,2,A
I1,24-10-2020,Lazio,Bologna,2,1,H
I1,25-10-2020,Cagliari,Crotone,4,2,H
I1,25-10-2020,Benevento,Napoli,1,2,A
I1,25-10-2020,Parma,Spezia,2,2,D
I1,25-10-2020,Fiorentina,Udinese,3,2,H
I1,25-10-2020,Juventus,Verona,1,1,D
I1,26-10-2020,Milan,Roma,3,3,D
I1,31-10-2020,Crotone,Atalanta,1,2,A
I1,31-10-2020,Inter,Parma,2,2,D
I1,31-10-2020,Bologna,Cagliari,3,2,H
I1,01-11-2020,Udinese,Milan,1,2,A
I1,01-11-2020,Spezia,Juventus,1,4,A
I1,01-11-2020,Torino,Lazio,3,4,A
I1,01-11-2020,Napoli,Sassuolo,0,2,A
I1,01-11-2020,Roma,Fiorentina,2,0,H
I1,01-11-2020,Sampdoria,Genoa,1,1,D
I1,02-11-2020,Verona,Benevento,3,1,H
I1,04-11-2020,Genoa,Torino,1,2,A
I1,06-11-2020,Sassuolo,Udinese,0,0,D
I1,07-11-2020,Cagliari,Sampdoria,2,0,H
I1,07-11-2020,Benevento,Spezia,0,3,A
I1,07-11-2020,Parma,Fiorentina,0,0,D
I1,08-11-2020,Lazio,Juventus,1,1,D
I1,08-11-2020,Atalanta,Inter,1,1,D
I1,08-11-2020,Genoa,Roma,1,3,A
I1,08-11-2020,Torino,Crotone,0,0,D
I1,08-11-2020,Bologna,Napoli,0,1,A
I1,08-11-2020,Milan,Verona,2,2,D
I1,21-11-2020,Crotone,Lazio,0,2,A
I1,21-11-2020,Spezia,Atalanta,0,0,D
I1,21-11-2020,Juventus,Cagliari,2,0,H
I1,22-11-2020,Fiorentina,Benevento,0,1,A
I1,22-11-2020,Inter,Torino,4,2,H
I1,22-11-2020,Roma,Parma,3,0,H
I1,22-11-2020,Sampdoria,Bologna,1,2,A
I1,22-11-2020,Verona,Sassuolo,0,2,A
I1,22-11-2020,Udinese,Genoa,1,0,H
I1,22-11-2020,Napoli,Milan,1,3,A
I1,28-11-2020,Sassuolo,Inter,0,3,A
I1,28-11-2020,Benevento,Juventus,1,1,D
I1,28-11-2020,Atalanta,Verona,0,2,A
I1,29-11-2020,Lazio,Udinese,1,3,A
I1,29-11-2020,Bologna,Crotone,1,0,H
I1,29-11-2020,Milan,Fiorentina,2,0,H
I1,29-11-2020,Cagliari,Spezia,2,2,D
I1,29-11-2020,Napoli,Roma,4,0,H
I1,30-11-2020,Torino,Sampdoria,2,2,D
I1,30-11-2020,Genoa,Parma,1,2,A
I1,05-12-2020,Spezia,Lazio,1,2,A
I1,05-12-2020,Juventus,Torino,2,1,H
I1,05-12-2020,Inter,Bologna,3,1,H
I1,06-12-2020,Verona,Cagliari,1,1,D
I1,06-12-2020,Parma,Benevento,0,0,D
I1,06-12-2020,Roma,Sassuolo,0,0,D
I1,06-12-2020,Crotone,Napoli,0,4,A
I1,06-12-2020,Sampdoria,Milan,1,2,A
I1,07-12-2020,Fiorentina,Genoa,1,1,D
I1,11-12-2020,Sassuolo,Benevento,1,0,H
I1,12-12-2020,Crotone,Spezia,4,1,H
I1,12-12-2020,Torino,Udinese,2,3,A
I1,12-12-2020,Lazio,Verona,1,2,A
I1,13-12-2020,Cagliari,Inter,1,3,A
I1,13-12-2020,Atalanta,Fiorentina,3,0,H
I1,13-12-2020,Bologna,Roma,1,5,A
I1,13-12-2020,Napoli,Sampdoria,2,1,H
I1,13-12-2020,Genoa,Juventus,1,3,A
I1,13-12-2020,Milan,Parma,2,2,D
I1,15-12-2020,Udinese,Crotone,0,0,D
I1,15-12-2020,Benevento,Lazio,1,1,D
I1,16-12-2020,Juventus,Atalanta,1,1,D
I1,16-12-2020,Fiorentina,Sassuolo,1,1,D
I1,16-12-2020,Genoa,Milan,2,2,D
I1,16-12-2020,Inter,Napoli,1,0,H
I1,16-12-2020,Parma,Cagliari,0,0,D
I1,16-12-2020,Spezia,Bologna,2,2,D
I1,16-12-2020,Verona,Sampdoria,1,2,A
I1,17-12-2020,Roma,Torino,3,1,H
I1,19-12-2020,Fiorentina,Verona,1,1,D
I1,19-12-2020,Sampdoria,Crotone,3,1,H
I1,19-12-2020,Parma,Juventus,0,4,A
I1,20-12-2020,Torino,Bologna,1,1,D
I1,20-12-2020,Benevento,Genoa,2,0,H
I1,20-12-2020,Cagliari,Udinese,1,1,D
I1,20-12-2020,Inter,Spezia,2,1,H
I1,20-12-2020,Sassuolo,Milan,1,2,A
I1,20-12-2020,Atalanta,Roma,4,1,H
I1,20-12-2020,Lazio,Napoli,2,0,H
I1,22-12-2020,Crotone,Parma,2,1,H
I1,22-12-2020,Juventus,Fiorentina,0,3,A
I1,23-12-2020,Verona,Inter,1,2,A
I1,23-12-2020,Bologna,Atalanta,2,2,D
I1,23-12-2020,Milan,Lazio,3,2,H
I1,23-12-2020,Napoli,Torino,1,1,D
I1,23-12-2020,Roma,Cagliari,3,2,H
I1,23-12-2020,Sampdoria,Sassuolo,2,3,A
I1,23-12-2020,Spezia,Genoa,1,2,A
I1,23-12-2020,Udinese,Benevento,0,2,A
I1,03-01-2021,Inter,Crotone,6,2,H
I1,03-01-2021,Atalanta,Sassuolo,5,1,H
I1,03-01-2021,Cagliari,Napoli,1,4,A
I1,03-01-2021,Fiorentina,Bologna,0,0,D
I1,03-01-2021,Genoa,Lazio,1,1,D
I1,03-01-2021,Parma,Torino,0,3,A
I1,03-01-2021,Roma,Sampdoria,1,0,H
I1,03-01-2021,Spezia,Verona,0,1,A
I1,03-01-2021,Benevento,Milan,0,2,A
I1,03-01-2021,Juventus,Udinese,4,1,H
I1,06-01-2021,Cagliari,Benevento,1,2,A
I1,06-01-2021,Atalanta,Parma,3,0,H
I1,06-01-2021,Bologna,Udinese,2,2,D
I1,06-01-2021,Crotone,Roma,1,3,A
I1,06-01-2021,Lazio,Fiorentina,2,1,H
I1,06-01-2021,Sampdoria,Inter,2,1,H
I1,06-01-2021,Sassuolo,Genoa,2,1,H
I1,06-01-2021,Torino,Verona,1,1,D
I1,06-01-2021,Napoli,Spezia,1,2,A
I1,06-01-2021,Milan,Juventus,1,3,A
I1,09-01-2021,Benevento,Atalanta,1,4,A
I1,09-01-2021,Genoa,Bologna,2,0,H
I1,09-01-2021,Milan,Torino,2,0,H
I1,10-01-2021,Roma,Inter,2,2,D
I1,10-01-2021,Parma,Lazio,0,2,A
I1,10-01-2021,Udinese,Napoli,1,2,A
I1,10-01-2021,Verona,Crotone,2,1,H
I1,10-01-2021,Fiorentina,Cagliari,1,0,H
I1,10-01-2021,Juventus,Sassuolo,3,1,H
I1,11-01-2021,Spezia,Sampdoria,2,1,H
I1,15-01-2021,Lazio,Roma,3,0,H
I1,16-01-2021,Bologna,Verona,1,0,H
I1,16-01-2021,Torino,Spezia,0,0,D
I1,16-01-2021,Sampdoria,Udinese,2,1,H
I1,17-01-2021,Napoli,Fiorentina,6,0,H
I1,17-01-2021,Crotone,Benevento,4,1,H
I1,17-01-2021,Sassuolo,Parma,1,1,D
I1,17-01-2021,Atalanta,Genoa,0,0,D
I1,17-01-2021,Inter,Juventus,2,0,H
I1,18-01-2021,Cagliari,Milan,0,2,A
I1,20-01-2021,Udinese,Atalanta,1,1,D
I1,22-01-2021,Benevento,Torino,2,2,D
I1,23-01-2021,Roma,Spezia,4,3,H
I1,23-01-2021,Milan,Atalanta,0,3,A
I1,23-01-2021,Udinese,Inter,0,0,D
I1,23-01-2021,Fiorentina,Crotone,2,1,H
I1,24-01-2021,Juventus,Bologna,2,0,H
I1,24-01-2021,Genoa,Cagliari,1,0,H
I1,24-01-2021,Verona,Napoli,3,1,H
I1,24-01-2021,Lazio,Sassuolo,2,1,H
I1,24-01-2021,Parma,Sampdoria,0,2,A
I1,29-01-2021,Torino,Fiorentina,1,1,D
I1,30-01-2021,Bologna,Milan,1,2,A
I1,30-01-2021,Sampdoria,Juventus,0,2,A
I1,30-01-2021,Inter,Benevento,4,0,H
I1,31-01-2021,Spezia,Udinese,0,1,A
I1,31-01-2021,Atalanta,Lazio,1,3,A
I1,31-01-2021,Cagliari,Sassuolo,1,1,D
I1,31-01-2021,Crotone,Genoa,0,3,A
I1,31-01-2021,Napoli,Parma,2,0,H
I1,31-01-2021,Roma,Verona,3,1,H
I1,05-02-2021,Fiorentina,Inter,0,2,A
I1,06-02-2021,Atalanta,Torino,3,3,D
I1,06-02-2021,Sassuolo,Spezia,1,2,A
I1,06-02-2021,Juventus,Roma,2,0,H
I1,06-02-2021,Genoa,Napoli,2,1,H
I1,07-02-2021,Benevento,Sampdoria,1,1,D
I1,07-02-2021,Milan,Crotone,4,0,H
I1,07-02-2021,Udinese,Verona,2,0,H
I1,07-02-2021,Parma,Bologna,0,3,A
I1,07-02-2021,Lazio,Cagliari,1,0,H
I1,12-02-2021,Bologna,Benevento,1,1,D
I1,13-02-2021,Torino,Genoa,0,0,D
I1,13-02-2021,Napoli,Juventus,1,0,H
I1,13-02-2021,Spezia,Milan,2,0,H
I1,14-02-2021,Roma,Udinese,3,0,H
I1,14-02-2021,Cagliari,Atalanta,0,1,A
I1,14-02-2021,Sampdoria,Fiorentina,2,1,H
I1,14-02-2021,Crotone,Sassuolo,1,2,A
I1,14-02-2021,Inter,Lazio,3,1,H
I1,15-02-2021,Verona,Parma,2,1,H
I1,19-02-2021,Fiorentina,Spezia,3,0,H
I1,19-02-2021,Cagliari,Torino,0,1,A
I1,20-02-2021,Lazio,Sampdoria,1,0,H
I1,20-02-2021,Genoa,Verona,2,2,D
I1,20-02-2021,Sassuolo,Bologna,1,1,D
I1,21-02-2021,Parma,Udinese,2,2,D
I1,21-02-2021,Milan,Inter,0,3,A
I1,21-02-2021,Atalanta,Napoli,4,2,H
I1,21-02-2021,Benevento,Roma,0,0,D
I1,22-02-2021,Juventus,Crotone,3,0,H
I1,27-02-2021,Spezia,Parma,2,2,D
I1,27-02-2021,Bologna,Lazio,2,0,H
I1,27-02-2021,Verona,Juventus,1,1,D
I1,28-02-2021,Sampdoria,Atalanta,0,2,A
I1,28-02-2021,Crotone,Cagliari,0,2,A
I1,28-02-2021,Inter,Genoa,3,0,H
I1,28-02-2021,Udinese,Fiorentina,1,0,H
I1,28-02-2021,Napoli,Benevento,2,0,H
I1,28-02-2021,Roma,Milan,1,2,A
I1,02-03-2021,Juventus,Spezia,3,0,H
I1,03-03-2021,Sassuolo,Napoli,3,3,D
I1,03-03-2021,Atalanta,Crotone,5,1,H
I1,03-03-2021,Benevento,Verona,0,3,A
I1,03-03-2021,Cagliari,Bologna,1,0,H
I1,03-03-2021,Fiorentina,Roma,1,2,A
I1,03-03-2021,Genoa,Sampdoria,1,1,D
I1,03-03-2021,Milan,Udinese,1,1,D
I1,04-03-2021,Parma,Inter,1,2,A
I1,06-03-2021,Spezia,Benevento,1,1,D
I1,06-03-2021,Udinese,Sassuolo,2,0,H
I1,06-03-2021,Juventus,Lazio,3,1,H
I1,07-03-2021,Roma,Genoa,1,0,H
I1,07-03-2021,Crotone,Torino,4,2,H
I1,07-03-2021,Fiorentina,Parma,3,3,D
I1,07-03-2021,Verona,Milan,0,2,A
I1,07-03-2021,Sampdoria,Cagliari,2,2,D
I1,07-03-2021,Napoli,Bologna,3,1,H
I1,08-03-2021,Inter,Atalanta,1,0,H
I1,12-03-2021,Lazio,Crotone,3,2,H
I1,12-03-2021,Atalanta,Spezia,3,1,H
I1,13-03-2021,Sassuolo,Verona,3,2,H
I1,13-03-2021,Benevento,Fiorentina,1,4,A
I1,13-03-2021,Genoa,Udinese,1,1,D
I1,14-03-2021,Bologna,Sampdoria,3,1,H
I1,14-03-2021,Parma,Roma,2,0,H
I1,14-03-2021,Torino,Inter,1,2,A
I1,14-03-2021,Cagliari,Juventus,1,3,A
I1,14-03-2021,Milan,Napoli,0,1,A
I1,17-03-2021,Torino,Sassuolo,3,2,H
I1,19-03-2021,Parma,Genoa,1,2,A
I1,20-03-2021,Crotone,Bologna,2,3,A
I1,20-03-2021,Spezia,Cagliari,2,1,H
I1,21-03-2021,Verona,Atalanta,0,2,A
I1,21-03-2021,Juventus,Benevento,0,1,A
I1,21-03-2021,Sampdoria,Torino,1,0,H
I1,21-03-2021,Udinese,Lazio,0,1,A
I1,21-03-2021,Fiorentina,Milan,2,3,A
I1,21-03-2021,Roma,Napoli,0,2,A
I1,03-04-2021,Milan,Sampdoria,1,1,D
I1,03-04-2021,Atalanta,Udinese,3,2,H
I1,03-04-2021,Benevento,Parma,2,2,D
I1,03-04-2021,Cagliari,Verona,0,2,A
I1,03-04-2021,Genoa,Fiorentina,1,1,D
I1,03-04-2021,Lazio,Spezia,2,1,H
I1,03-04-2021,Napoli,Crotone,4,3,H
I1,03-04-2021,Sassuolo,Roma,2,2,D
I1,03-04-2021,Torino,Juventus,2,2,D
I1,03-04-2021,Bologna,Inter,0,1,A
I1,07-04-2021,Inter,Sassuolo,2,1,H
I1,07-04-2021,Juventus,Napoli,2,1,H
I1,10-04-2021,Spezia,Crotone,3,2,H
I1,10-04-2021,Parma,Milan,1,3,A
I1,10-04-2021,Udinese,Torino,0,1,A
I1,11-04-2021,Inter,Cagliari,1,0,H
I1,11-04-2021,Juventus,Genoa,3,1,H
I1,11-04-2021,Sampdoria,Napoli,0,2,A
I1,11-04-2021,Verona,Lazio,0,1,A
I1,11-04-2021,Roma,Bologna,1,0,H
I1,11-04-2021,Fiorentina,Atalanta,2,3,A
I1,12-04-2021,Benevento,Sassuolo,0,1,A
I1,17-04-2021,Crotone,Udinese,1,2,A
I1,17-04-2021,Sampdoria,Verona,3,1,H
I1,17-04-2021,Sassuolo,Fiorentina,3,1,H
I1,17-04-2021,Cagliari,Parma,4,3,H
I1,18-04-2021,Milan,Genoa,2,1,H
I1,18-04-2021,Atalanta,Juventus,1,0,H
I1,18-04-2021,Bologna,Spezia,4,1,H
I1,18-04-2021,Lazio,Benevento,5,3,H
I1,18-04-2021,Torino,Roma,3,1,H
I1,18-04-2021,Napoli,Inter,1,1,D
I1,20-04-2021,Verona,Fiorentina,1,2,A
I1,21-04-2021,Milan,Sassuolo,1,2,A
I1,21-04-2021,Bologna,Torino,1,1,D
I1,21-04-2021,Crotone,Sampdoria,0,1,A
I1,21-04-2021,Genoa,Benevento,2,2,D
I1,21-04-2021,Juventus,Parma,3,1,H
I1,21-04-2021,Spezia,Inter,1,1,D
I1,21-04-2021,Udinese,Cagliari,0,1,A
I1,22-04-2021,Roma,Atalanta,1,1,D
I1,22-04-2021,Napoli,Lazio,5,2,H
I1,24-04-2021,Genoa,Spezia,2,0,H
I1,24-04-2021,Parma,Crotone,3,4,A
I1,24-04-2021,Sassuolo,Sampdoria,1,0,H
I1,25-04-2021,Benevento,Udinese,2,4,A
I1,25-04-2021,Fiorentina,Juventus,1,1,D
I1,25-04-2021,Inter,Verona,1,0,H
I1,25-04-2021,Cagliari,Roma,3,2,H
I1,25-04-2021,Atalanta,Bologna,5,0,H
I1,26-04-2021,Torino,Napoli,0,2,A
I1,26-04-2021,Lazio,Milan,3,0,H
I1,01-05-2021,Verona,Spezia,1,1,D
I1,01-05-2021,Crotone,Inter,0,2,A
I1,01-05-2021,Milan,Benevento,2,0,H
I1,02-05-2021,Lazio,Genoa,4,3,H
I1,02-05-2021,Bologna,Fiorentina,3,3,D
I1,02-05-2021,Napoli,Cagliari,1,1,D
I1,02-05-2021,Sassuolo,Atalanta,1,1,D
I1,02-05-2021,Udinese,Juventus,1,2,A
I1,02-05-2021,Sampdoria,Roma,2,0,H
I1,03-05-2021,Torino,Parma,1,0,H
I1,08-05-2021,Spezia,Napoli,1,4,A
I1,08-05-2021,Udinese,Bologna,1,1,D
I1,08-05-2021,Inter,Sampdoria,5,1,H
I1,08-05-2021,Fiorentina,Lazio,2,0,H
I1,09-05-2021,Genoa,Sassuolo,1,2,A
I1,09-05-2021,Benevento,Cagliari,1,3,A
I1,09-05-2021,Parma,Atalanta,2,5,A
I1,09-05-2021,Verona,Torino,1,1,D
I1,09-05-2021,Roma,Crotone,5,0,H
I1,09-05-2021,Juventus,Milan,0,3,A
I1,11-05-2021,Napoli,Udinese,5,1,H
I1,12-05-2021,Cagliari,Fiorentina,0,0,D
I1,12-05-2021,Atalanta,Benevento,2,0,H
I1,12-05-2021,Bologna,Genoa,0,2,A
I1,12-05-2021,Inter,Roma,3,1,H
I1,12-05-2021,Lazio,Parma,1,0,H
I1,12-05-2021,Sampdoria,Spezia,2,2,D
I1,12-05-2021,Sassuolo,Juventus,1,3,A
I1,12-05-2021,Torino,Milan,0,7,A
I1,13-05-2021,Crotone,Verona,2,1,H
I1,15-05-2021,Genoa,Atalanta,3,4,A
I1,15-05-2021,Spezia,Torino,4,1,H
I1,15-05-2021,Juventus,Inter,3,2,H
I1,15-05-2021,Roma,Lazio,2,0,H
I1,16-05-2021,Fiorentina,Napoli,0,2,A
I1,16-05-2021,Benevento,Crotone,1,1,D
I1,16-05-2021,Udinese,Sampdoria,0,1,A
I1,16-05-2021,Parma,Sassuolo,1,3,A
I1,16-05-2021,Milan,Cagliari,0,0,D
I1,17-05-2021,Verona,Bologna,2,2,D
I1,18-05-2021,Lazio,Torino,0,0,D
I1,22-05-2021,Cagliari,Genoa,0,1,A
I1,22-05-2021,Crotone,Fiorentina,0,0,D
I1,22-05-2021,Sampdoria,Parma,3,0,H
I1,23-05-2021,Inter,Udinese,5,1,H
I1,23-05-2021,Atalanta,Milan,0,2,A
I1,23-05-2021,Bologna,Juventus,1,4,A
I1,23-05-2021,Napoli,Verona,1,1,D
I1,23-05-2021,Sassuolo,Lazio,2,0,H
I1,23-05-2021,Spezia,Roma,2,2,D
I1,23-05-2021,Torino,Benevento,1,1,D
I1,21-08-2021,Inter,Genoa,4,0,H
I1,21-08-2021,Verona,Sassuolo,2,3,A
I1,21-08-2021,Empoli,Lazio,1,3,A
I1,21-08-2021,Torino,Atalanta,1,2,A
I1,22-08-2021,Bologna,Salernitana,3,2,H
I1,22-08-2021,Udinese,Juventus,2,2,D
I1,22-08-2021,Napoli,Venezia,2,0,H
I1,22-08-2021,Roma,Fiorentina,3,1,H
I1,23-08-2021,Cagliari,Spezia,2,2,D
I1,23-08-2021,Sampdoria,Milan,0,1,A
I1,27-08-2021,Udinese,Venezia,3,0,H
I1,27-08-2021,Verona,Inter,1,3,A
I1,28-08-2021,Atalanta,Bologna,0,0,D
I1,28-08-2021,Lazio,Spezia,6,1,H
I1,28-08-2021,Fiorentina,Torino,2,1,H
I1,28-08-2021,Juventus,Empoli,0,1,A
I1,29-08-2021,Genoa,Napoli,1,2,A
I1,29-08-2021,Sassuolo,Sampdoria,0,0,D
I1,29-08-2021,Milan,Cagliari,4,1,H
I1,29-08-2021,Salernitana,Roma,0,4,A
I1,11-09-2021,Empoli,Venezia,1,2,A
I1,11-09-2021,Napoli,Juventus,2,1,H
I1,11-09-2021,Atalanta,Fiorentina,1,2,A
I1,12-09-2021,Sampdoria,Inter,2,2,D
I1,12-09-2021,Cagliari,Genoa,2,3,A
I1,12-09-2021,Spezia,Udinese,0,1,A
I1,12-09-2021,Torino,Salernitana,4,0,H
I1,12-09-2021,Milan,Lazio,2,0,H
I1,12-09-2021,Roma,Sassuolo,2,1,H
I1,13-09-2021,Bologna,Verona,1,0,H
I1,17-09-2021,Sassuolo,Torino,0,1,A
I1,18-09-2021,Genoa,Fiorentina,1,2,A
I1,18-09-2021,Inter,Bologna,6,1,H
I1,18-09-2021,Salernitana,Atalanta,0,1,A
I1,19-09-2021,Empoli,Sampdoria,0,3,A
I1,19-09-2021,Venezia,Spezia,1,2,A
I1,19-09-2021,Lazio,Cagliari,2,2,D
I1,19-09-2021,Verona,Roma,3,2,H
I1,19-09-2021,Juventus,Milan,1,1,D
I1,20-09-2021,Udinese,Napoli,0,4,A
I1,21-09-2021,Bologna,Genoa,2,2,D
I1,21-09-2021,Atalanta,Sassuolo,2,1,H
I1,21-09-2021,Fiorentina,Inter,1,3,A
I1,22-09-2021,Salernitana,Verona,2,2,D
I1,22-09-2021,Spezia,Juventus,2,3,A
I1,22-09-2021,Cagliari,Empoli,0,2,A
I1,22-09-2021,Milan,Venezia,2,0,H
I1,23-09-2021,Sampdoria,Napoli,0,4,A
I1,23-09-2021,Torino,Lazio,1,1,D
I1,23-09-2021,Roma,Udinese,1,0,H
I1,25-09-2021,Spezia,Milan,1,2,A
I1,25-09-2021,Inter,Atalanta,2,2,D
I1,25-09-2021,Genoa,Verona,3,3,D
I1,26-09-2021,Juventus,Sampdoria,3,2,H
I1,26-09-2021,Empoli,Bologna,4,2,H
I1,26-09-2021,Sassuolo,Salernitana,1,0,H
I1,26-09-2021,Udinese,Fiorentina,0,1,A
I1,26-09-2021,Lazio,Roma,3,2,H
I1,26-09-2021,Napoli,Cagliari,2,0,H
I1,27-09-2021,Venezia,Torino,1,1,D
I1,01-10-2021,Cagliari,Venezia,1,1,D
I1,02-10-2021,Salernitana,Genoa,1,0,H
I1,02-10-2021,Torino,Juventus,0,1,A
I1,02-10-2021,Sassuolo,Inter,1,2,A
I1,03-10-2021,Bologna,Lazio,3,0,H
I1,03-10-2021,Sampdoria,Udinese,3,3,D
I1,03-10-2021,Verona,Spezia,4,0,H
I1,03-10-2021,Fiorentina,Napoli,1,2,A
I1,03-10-2021,Roma,Empoli,2,0,H
I1,03-10-2021,Atalanta,Milan,2,3,A
I1,16-10-2021,Spezia,Salernitana,2,1,H
I1,16-10-2021,Lazio,Inter,3,1,H
I1,16-10-2021,Milan,Verona,3,2,H
I1,17-10-2021,Cagliari,Sampdoria,3,1,H
I1,17-10-2021,Empoli,Atalanta,1,4,A
I1,17-10-2021,Genoa,Sassuolo,2,2,D
I1,17-10-2021,Udinese,Bologna,1,1,D
I1,17-10-2021,Napoli,Torino,1,0,H
I1,17-10-2021,Juventus,Roma,1,0,H
I1,18-10-2021,Venezia,Fiorentina,1,0,H
I1,22-10-2021,Torino,Genoa,3,2,H
I1,22-10-2021,Sampdoria,Spezia,2,1,H
I1,23-10-2021,Salernitana,Empoli,2,4,A
I1,23-10-2021,Sassuolo,Venezia,3,1,H
I1,23-10-2021,Bologna,Milan,2,4,A
I1,24-10-2021,Atalanta,Udinese,1,1,D
I1,24-10-2021,Fiorentina,Cagliari,3,0,H
I1,24-10-2021,Verona,Lazio,4,1,H
I1,24-10-2021,Roma,Napoli,0,0,D
I1,24-10-2021,Inter,Juventus,1,1,D
I1,26-10-2021,Spezia,Genoa,1,1,D
I1,26-10-2021,Venezia,Salernitana,1,2,A
I1,26-10-2021,Milan,Torino,1,0,H
I1,27-10-2021,Juventus,Sassuolo,1,2,A
I1,27-10-2021,Sampdoria,Atalanta,1,3,A
I1,27-10-2021,Udinese,Verona,1,1,D
I1,27-10-2021,Cagliari,Roma,1,2,A
I1,27-10-2021,Empoli,Inter,0,2,A
I1,27-10-2021,Lazio,Fiorentina,1,0,H
I1,28-10-2021,Napoli,Bologna,3,0,H
I1,30-10-2021,Atalanta,Lazio,2,2,D
I1,30-10-2021,Verona,Juventus,2,1,H
